0,1,2,3,4,5,6,7,8,9,10
bottled beer,tropical fruit,bottled water,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
whole milk,bottled water,waffles,,,,,,,,
frankfurter,onions,,,,,,,,,
beverages,candles,,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
sausage,root vegetables,canned beer,rolls/buns,,,,,,,
canned beer,bottled beer,pip fruit,candy,,,,,,,
tropical fruit,whole milk,,,,,,,,,
sliced cheese,chocolate,,,,,,,,,
meat,bottled water,,,,,,,,,
beef,flour,,,,,,,,,
misc. beverages,waffles,,,,,,,,,
frozen meals,dental care,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
root vegetables,whipped/sour cream,rolls/buns,rolls/buns,,,,,,,
packaged fruit/vegetables,bottled beer,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
chicken,whole milk,snack products,,,,,,,,
canned beer,long life bakery product,dish cleaner,candy,,,,,,,
berries,whipped/sour cream,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
root vegetables,cleaner,,,,,,,,,
pickled vegetables,onions,,,,,,,,,
sausage,hamburger meat,other vegetables,,,,,,,,
bottled water,chocolate,,,,,,,,,
yogurt,coffee,candy,candles,,,,,,,
rolls/buns,oil,,,,,,,,,
tropical fruit,canned beer,pastry,,,,,,,,
domestic eggs,roll products ,,,,,,,,,
pip fruit,berries,white wine,other vegetables,,,,,,,
frozen meals,frozen vegetables,curd,,,,,,,,
sausage,domestic eggs,,,,,,,,,
soda,cream cheese ,,,,,,,,,
pastry,hygiene articles,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
other vegetables,potato products,napkins,,,,,,,,
other vegetables,margarine,,,,,,,,,
make up remover,shopping bags,,,,,,,,,
cream cheese ,bottled water,,,,,,,,,
yogurt,canned beer,,,,,,,,,
yogurt,specialty cheese,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
other vegetables,pot plants,vinegar,,,,,,,,
sausage,meat spreads,domestic eggs,,,,,,,,
beef,other vegetables,whole milk,soda,,,,,,,
chocolate,citrus fruit,bottled beer,bottled water,red/blush wine,,,,,,
shopping bags,whole milk,,,,,,,,,
bottled beer,oil,,,,,,,,,
sausage,canned beer,,,,,,,,,
sausage,canned beer,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
liquor,brandy,,,,,,,,,
citrus fruit,butter,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
yogurt,butter milk,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
citrus fruit,sauces,,,,,,,,,
butter,chewing gum,,,,,,,,,
pet care,brown bread,pastry,dish cleaner,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
canned beer,frozen fish,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
liver loaf,pasta,grapes,other vegetables,,,,,,,
photo/film,whole milk,yogurt,whole milk,white bread,pot plants,dessert,,,,
dessert,butter,,,,,,,,,
ham,pastry,,,,,,,,,
cream cheese ,dessert,,,,,,,,,
root vegetables,butter,,,,,,,,,
packaged fruit/vegetables,frozen vegetables,,,,,,,,,
shopping bags,misc. beverages,,,,,,,,,
tropical fruit,pickled vegetables,bottled beer,,,,,,,,
nuts/prunes,vinegar,,,,,,,,,
ham,citrus fruit,,,,,,,,,
bottled water,yogurt,butter,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,beef,yogurt,,,,,,,,
chewing gum,coffee,sugar,,,,,,,,
rolls/buns,cream cheese ,yogurt,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
red/blush wine,sugar,,,,,,,,,
pip fruit,snack products,,,,,,,,,
beverages,soda,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pork,root vegetables,shopping bags,,,,,,,,
other vegetables,yogurt,,,,,,,,,
coffee,citrus fruit,,,,,,,,,
soda,flower (seeds),jam,,,,,,,,
beverages,canned beer,,,,,,,,,
grapes,whole milk,,,,,,,,,
herbs,pip fruit,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
canned beer,soda,other vegetables,canned vegetables,,,,,,,
canned beer,beef,whole milk,coffee,,,,,,,
zwieback,yogurt,,,,,,,,,
soda,pastry,,,,,,,,,
cereals,dessert,,,,,,,,,
frankfurter,pork,tropical fruit,pastry,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
cream,yogurt,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
domestic eggs,roll products ,oil,,,,,,,,
sausage,canned vegetables,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
pip fruit,canned beer,soft cheese,soft cheese,canned fish,semi-finished bread,newspapers,napkins,,,
domestic eggs,newspapers,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
brown bread,waffles,,,,,,,,,
nuts/prunes,brown bread,newspapers,,,,,,,,
citrus fruit,beef,,,,,,,,,
liquor,curd,yogurt,tropical fruit,,,,,,,
sparkling wine,whole milk,dessert,salt,,,,,,,
other vegetables,yogurt,whole milk,spread cheese,,,,,,,
pastry,specialty chocolate,,,,,,,,,
soda,citrus fruit,rolls/buns,,,,,,,,
popcorn,butter,,,,,,,,,
margarine,cream cheese ,,,,,,,,,
pastry,kitchen towels,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
whole milk,butter,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
brown bread,dish cleaner,,,,,,,,,
canned beer,beef,,,,,,,,,
soda,bottled water,,,,,,,,,
whole milk,misc. beverages,pot plants,,,,,,,,
red/blush wine,pork,,,,,,,,,
ice cream,onions,soda,,,,,,,,
pot plants,misc. beverages,baking powder,,,,,,,,
canned beer,brown bread,,,,,,,,,
frankfurter,onions,,,,,,,,,
canned beer,butter,,,,,,,,,
pastry,margarine,,,,,,,,,
specialty bar,chicken,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
spices,cookware,,,,,,,,,
brown bread,dishes,,,,,,,,,
frankfurter,rolls/buns,shopping bags,margarine,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
sausage,canned fish,,,,,,,,,
processed cheese,hamburger meat,whole milk,,,,,,,,
yogurt,butter,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
coffee,other vegetables,candy,whole milk,,,,,,,
rolls/buns,domestic eggs,bottled water,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
dessert,herbs,detergent,artif. sweetener,,,,,,,
onions,grapes,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
rolls/buns,sausage,whole milk,nuts/prunes,,,,,,,
tropical fruit,specialty bar,whole milk,,,,,,,,
beef,napkins,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
margarine,sausage,snack products,butter,whipped/sour cream,,,,,,
frankfurter,other vegetables,,,,,,,,,
sausage,frozen meals,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
turkey,root vegetables,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
frankfurter,coffee,,,,,,,,,
whole milk,turkey,pork,dog food,rolls/buns,soda,bottled water,bottled water,,,
brown bread,brown bread,,,,,,,,,
whole milk,whole milk,,,,,,,,,
margarine,newspapers,,,,,,,,,
bottled water,waffles,white bread,,,,,,,,
sausage,other vegetables,citrus fruit,curd,red/blush wine,dessert,specialty chocolate,white bread,pastry,,
other vegetables,waffles,,,,,,,,,
butter,curd,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
hamburger meat,soft cheese,yogurt,margarine,,,,,,,
shopping bags,chocolate,,,,,,,,,
root vegetables,waffles,,,,,,,,,
photo/film,white bread,,,,,,,,,
pasta,margarine,,,,,,,,,
citrus fruit,Instant food products,,,,,,,,,
sausage,fruit/vegetable juice,coffee,,,,,,,,
salt,whole milk,pickled vegetables,,,,,,,,
white bread,pickled vegetables,,,,,,,,,
whole milk,grapes,,,,,,,,,
curd,sausage,margarine,long life bakery product,,,,,,,
yogurt,other vegetables,,,,,,,,,
yogurt,yogurt,,,,,,,,,
shopping bags,cream cheese ,,,,,,,,,
beef,frankfurter,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
pip fruit,sausage,pip fruit,shopping bags,,,,,,,
citrus fruit,bottled water,butter milk,chocolate,zwieback,shopping bags,,,,,
canned beer,shopping bags,hard cheese,,,,,,,,
rolls/buns,pastry,,,,,,,,,
tropical fruit,rolls/buns,canned beer,dish cleaner,,,,,,,
citrus fruit,beef,tropical fruit,curd,,,,,,,
misc. beverages,cling film/bags,curd,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
misc. beverages,dessert,,,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
pip fruit,soda,,,,,,,,,
whipped/sour cream,salad dressing,,,,,,,,,
pork,other vegetables,shopping bags,,,,,,,,
beef,finished products,,,,,,,,,
bottled water,whole milk,,,,,,,,,
soap,berries,,,,,,,,,
canned beer,tropical fruit,pet care,,,,,,,,
soda,candy,,,,,,,,,
oil,chocolate,,,,,,,,,
tropical fruit,soda,butter milk,,,,,,,,
citrus fruit,bottled water,pastry,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
margarine,yogurt,,,,,,,,,
frankfurter,whole milk,margarine,,,,,,,,
pastry,waffles,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
ham,citrus fruit,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
margarine,whole milk,berries,,,,,,,,
sausage,other vegetables,,,,,,,,,
pork,tropical fruit,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
jam,cream cheese ,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
rolls/buns,whole milk,napkins,fruit/vegetable juice,mustard,,,,,,
butter,cleaner,red/blush wine,,,,,,,,
tropical fruit,spices,,,,,,,,,
bottled beer,seasonal products,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
meat,house keeping products,,,,,,,,,
oil,butter milk,cling film/bags,pastry,,,,,,,
frankfurter,brandy,,,,,,,,,
chicken,herbs,soda,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
yogurt,root vegetables,candles,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
rolls/buns,male cosmetics,,,,,,,,,
other vegetables,butter,,,,,,,,,
citrus fruit,soda,,,,,,,,,
pastry,tropical fruit,sugar,sauces,bottled water,sliced cheese,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,berries,,,,,,,,,
whole milk,flour,,,,,,,,,
other vegetables,butter,,,,,,,,,
whole milk,turkey,long life bakery product,,,,,,,,
nuts/prunes,coffee,,,,,,,,,
dessert,yogurt,shopping bags,,,,,,,,
root vegetables,napkins,,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
napkins,napkins,,,,,,,,,
ham,tropical fruit,frozen meals,sparkling wine,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
root vegetables,domestic eggs,chocolate,,,,,,,,
bottled beer,whole milk,citrus fruit,other vegetables,soft cheese,,,,,,
frozen meals,brown bread,dishes,,,,,,,,
chicken,root vegetables,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
sausage,margarine,,,,,,,,,
chicken,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
cake bar,soda,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
whole milk,chocolate,packaged fruit/vegetables,rolls/buns,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
salty snack,bottled water,,,,,,,,,
whole milk,pork,,,,,,,,,
white bread,UHT-milk,,,,,,,,,
newspapers,sliced cheese,,,,,,,,,
frozen meals,napkins,,,,,,,,,
tropical fruit,newspapers,beef,tropical fruit,domestic eggs,detergent,frozen vegetables,grapes,processed cheese,,
tropical fruit,flower (seeds),,,,,,,,,
root vegetables,specialty cheese,curd,,,,,,,,
yogurt,butter milk,,,,,,,,,
bottled water,cream cheese ,curd,,,,,,,,
frankfurter,baking powder,condensed milk,coffee,,,,,,,
onions,soda,,,,,,,,,
whole milk,salty snack,pip fruit,whole milk,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
seasonal products,dishes,shopping bags,,,,,,,,
male cosmetics,oil,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
yogurt,chocolate,,,,,,,,,
mustard,fruit/vegetable juice,,,,,,,,,
whole milk,chocolate marshmallow,rolls/buns,,,,,,,,
yogurt,pastry,,,,,,,,,
photo/film,whole milk,,,,,,,,,
mayonnaise,pet care,,,,,,,,,
whole milk,chocolate,,,,,,,,,
chicken,pastry,,,,,,,,,
tropical fruit,berries,chocolate,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
liquor (appetizer),onions,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
white wine,whole milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
bottled beer,herbs,,,,,,,,,
bottled water,whole milk,,,,,,,,,
hygiene articles,skin care,,,,,,,,,
beef,spread cheese,cake bar,,,,,,,,
finished products,rolls/buns,,,,,,,,,
soda,shopping bags,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
whole milk,grapes,,,,,,,,,
newspapers,red/blush wine,,,,,,,,,
sugar,whole milk,,,,,,,,,
curd,rolls/buns,candy,,,,,,,,
frozen vegetables,red/blush wine,,,,,,,,,
cooking chocolate,chewing gum,,,,,,,,,
whole milk,root vegetables,sausage,frozen vegetables,chocolate,,,,,,
domestic eggs,specialty fat,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
meat,other vegetables,zwieback,,,,,,,,
yogurt,other vegetables,,,,,,,,,
pasta,oil,,,,,,,,,
napkins,sugar,,,,,,,,,
meat,meat,whole milk,cling film/bags,,,,,,,
bottled water,whole milk,,,,,,,,,
other vegetables,misc. beverages,root vegetables,curd,dessert,,,,,,
whole milk,pastry,,,,,,,,,
ham,yogurt,,,,,,,,,
newspapers,citrus fruit,,,,,,,,,
whole milk,other vegetables,ice cream,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
sausage,curd,,,,,,,,,
yogurt,whole milk,abrasive cleaner,,,,,,,,
pork,chicken,other vegetables,curd,hard cheese,,,,,,
frankfurter,whole milk,fruit/vegetable juice,candy,,,,,,,
pip fruit,frozen fish,,,,,,,,,
rolls/buns,dessert,frozen meals,grapes,other vegetables,napkins,other vegetables,,,,
pet care,pork,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
other vegetables,pip fruit,chocolate,,,,,,,,
yogurt,rolls/buns,fruit/vegetable juice,spices,canned fish,,,,,,
pork,processed cheese,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
canned beer,frankfurter,chicken,whole milk,softener,vinegar,,,,,
pip fruit,pork,seasonal products,canned beer,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
chewing gum,soda,,,,,,,,,
spread cheese,brown bread,,,,,,,,,
bottled beer,citrus fruit,shopping bags,,,,,,,,
chewing gum,whole milk,bottled beer,ready soups,,,,,,,
rolls/buns,frozen vegetables,hamburger meat,pork,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled water,tropical fruit,whipped/sour cream,,,,,,,,
whole milk,other vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
bottled water,tropical fruit,domestic eggs,,,,,,,,
coffee,packaged fruit/vegetables,bottled water,pastry,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
rice,coffee,,,,,,,,,
butter milk,napkins,,,,,,,,,
citrus fruit,yogurt,rolls/buns,,,,,,,,
yogurt,hard cheese,other vegetables,rolls/buns,,,,,,,
ham,bottled water,,,,,,,,,
spread cheese,chocolate marshmallow,,,,,,,,,
rolls/buns,bottled water,other vegetables,finished products,other vegetables,butter,yogurt,rolls/buns,citrus fruit,,
yogurt,other vegetables,,,,,,,,,
frozen vegetables,yogurt,pot plants,,,,,,,,
ham,UHT-milk,,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
ready soups,pastry,,,,,,,,,
snack products,liquor (appetizer),,,,,,,,,
sausage,white bread,,,,,,,,,
whole milk,canned beer,,,,,,,,,
dish cleaner,cling film/bags,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
soda,domestic eggs,,,,,,,,,
rolls/buns,sliced cheese,,,,,,,,,
beef,butter,brown bread,,,,,,,,
root vegetables,other vegetables,bottled beer,softener,,,,,,,
canned beer,cake bar,newspapers,pastry,baking powder,yogurt,,,,,
rolls/buns,tropical fruit,,,,,,,,,
light bulbs,pastry,domestic eggs,,,,,,,,
butter,popcorn,,,,,,,,,
other vegetables,rolls/buns,whole milk,margarine,,,,,,,
bags,other vegetables,,,,,,,,,
hamburger meat,bottled beer,brown bread,yogurt,,,,,,,
root vegetables,brown bread,,,,,,,,,
hard cheese,white wine,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,sausage,whole milk,domestic eggs,fruit/vegetable juice,,,,,,
waffles,whole milk,meat spreads,,,,,,,,
other vegetables,butter milk,,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
herbs,seasonal products,pastry,yogurt,,,,,,,
butter,coffee,,,,,,,,,
tropical fruit,frozen fish,chewing gum,newspapers,,,,,,,
ham,brown bread,,,,,,,,,
root vegetables,cling film/bags,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
citrus fruit,newspapers,candy,,,,,,,,
whipped/sour cream,candy,whole milk,,,,,,,,
citrus fruit,soda,,,,,,,,,
meat,butter,,,,,,,,,
root vegetables,rolls/buns,bottled beer,rolls/buns,,,,,,,
packaged fruit/vegetables,rolls/buns,,,,,,,,,
whole milk,margarine,,,,,,,,,
fruit/vegetable juice,dental care,,,,,,,,,
turkey,other vegetables,,,,,,,,,
tropical fruit,root vegetables,Instant food products,,,,,,,,
sliced cheese,butter,,,,,,,,,
whole milk,red/blush wine,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
pet care,bottled water,,,,,,,,,
chicken,whole milk,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
pastry,yogurt,,,,,,,,,
soda,cream cheese ,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
white bread,salty snack,,,,,,,,,
pork,yogurt,soda,,,,,,,,
root vegetables,baking powder,,,,,,,,,
berries,other vegetables,,,,,,,,,
curd,other vegetables,,,,,,,,,
butter milk,soda,ham,bottled beer,detergent,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
white wine,pastry,hard cheese,coffee,hygiene articles,,,,,,
citrus fruit,butter,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
bottled water,yogurt,spices,fruit/vegetable juice,,,,,,,
white wine,condensed milk,,,,,,,,,
sausage,pip fruit,dish cleaner,,,,,,,,
soft cheese,berries,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
margarine,processed cheese,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
long life bakery product,rolls/buns,UHT-milk,bottled water,,,,,,,
cream cheese ,yogurt,bottled beer,bottled beer,,,,,,,
ham,soda,pickled vegetables,,,,,,,,
bottled beer,newspapers,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
curd,curd,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
rolls/buns,chicken,,,,,,,,,
pot plants,butter milk,margarine,,,,,,,,
brown bread,yogurt,,,,,,,,,
processed cheese,hygiene articles,,,,,,,,,
whole milk,white bread,,,,,,,,,
sausage,honey,beverages,soda,frozen dessert,whipped/sour cream,,,,,
fruit/vegetable juice,chocolate,cat food,coffee,,,,,,,
curd,soda,,,,,,,,,
beef,other vegetables,,,,,,,,,
meat,other vegetables,pasta,,,,,,,,
tropical fruit,rolls/buns,candy,,,,,,,,
curd,chicken,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
hamburger meat,dessert,newspapers,,,,,,,,
whole milk,beef,,,,,,,,,
yogurt,bottled beer,sugar,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
kitchen towels,sliced cheese,,,,,,,,,
curd,brown bread,,,,,,,,,
whipped/sour cream,herbs,flour,oil,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
pip fruit,domestic eggs,seasonal products,,,,,,,,
margarine,sweet spreads,,,,,,,,,
whole milk,baking powder,,,,,,,,,
frankfurter,domestic eggs,frozen dessert,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
pot plants,citrus fruit,,,,,,,,,
soda,margarine,specialty chocolate,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
herbs,newspapers,brown bread,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
cream cheese ,bottled water,rolls/buns,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
chicken,whole milk,,,,,,,,,
pork,brown bread,,,,,,,,,
beef,tropical fruit,root vegetables,whole milk,cream cheese ,newspapers,,,,,
pork,yogurt,,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
meat spreads,sliced cheese,,,,,,,,,
ham,whole milk,,,,,,,,,
onions,bottled beer,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
cream cheese ,soda,,,,,,,,,
newspapers,flour,,,,,,,,,
pip fruit,onions,,,,,,,,,
whole milk,roll products ,,,,,,,,,
pork,rolls/buns,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
soda,newspapers,,,,,,,,,
soda,citrus fruit,,,,,,,,,
brown bread,ice cream,fruit/vegetable juice,,,,,,,,
salty snack,semi-finished bread,sliced cheese,,,,,,,,
rum,yogurt,,,,,,,,,
frankfurter,curd,,,,,,,,,
rolls/buns,grapes,,,,,,,,,
whole milk,brown bread,,,,,,,,,
soda,shopping bags,,,,,,,,,
ham,whole milk,candy,,,,,,,,
sausage,specialty cheese,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
misc. beverages,whipped/sour cream,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
dessert,brown bread,,,,,,,,,
whole milk,whole milk,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
sausage,yogurt,,,,,,,,,
bottled water,Instant food products,,,,,,,,,
whole milk,baking powder,,,,,,,,,
pot plants,pastry,,,,,,,,,
chicken,domestic eggs,white bread,,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
candy,roll products ,frozen vegetables,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
hamburger meat,yogurt,bottled water,,,,,,,,
white wine,soda,,,,,,,,,
hard cheese,curd,,,,,,,,,
light bulbs,detergent,,,,,,,,,
frankfurter,margarine,,,,,,,,,
waffles,white bread,,,,,,,,,
pip fruit,whole milk,napkins,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
soft cheese,pip fruit,,,,,,,,,
bottled water,butter,,,,,,,,,
sausage,canned beer,kitchen towels,,,,,,,,
sausage,bottled water,,,,,,,,,
meat,whole milk,,,,,,,,,
liquor (appetizer),soda,,,,,,,,,
rolls/buns,misc. beverages,bottled water,decalcifier,semi-finished bread,soda,,,,,
tea,beverages,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
root vegetables,grapes,white bread,dishes,,,,,,,
sausage,whole milk,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
coffee,onions,,,,,,,,,
butter,berries,cereals,,,,,,,,
root vegetables,curd,waffles,,,,,,,,
butter,citrus fruit,,,,,,,,,
frankfurter,berries,tropical fruit,rolls/buns,,,,,,,
